År;Region;Ålder;­ 8 veckor;9 ­ 11 veckor;12 veckor eller mer
2004;Kronoberg;40+ år;19;2;­­
2004;Kalmar;­19 år;117;23;14
2004;Kalmar;20­24 år;109;25;1
2004;Kalmar;25­29 år;89;13;6
2004;Kalmar;30­34 år;107;20;9
2004;Kalmar;35­39 år;83;14;7
2004;Kalmar;40+ år;30;9;4
2004;Gotland;­19 år;58;14;6
2004;Gotland;20­24 år;40;10;2
2004;Gotland;25­29 år;28;8;4
2004;Gotland;30­34 år;28;2;2
2004;Gotland;35­39 år;22;1;1
2004;Gotland;40+ år;14;2;2
2004;Blekinge;­19 år;48;29;10
2004;Blekinge;20­24 år;57;34;7
2004;Blekinge;25­29 år;43;19;1
2004;Blekinge;30­34 år;32;18;3
2004;Blekinge;35­39 år;42;21;3
2004;Blekinge;40+ år;15;5;­­
2004;Skåne;­19 år;512;181;64
2004;Skåne;20­24 år;757;212;52
2004;Skåne;25­29 år;595;176;55
2004;Skåne;30­34 år;549;137;50
2004;Skåne;35­39 år;444;147;44
2004;Skåne;40+ år;218;52;28
2004;Halland;­19 år;127;56;9
2004;Halland;20­24 år;157;36;9
2004;Halland;25­29 år;105;27;8
2004;Halland;30­34 år;119;23;9
2004;Halland;35­39 år;111;33;8
2004;Halland;40+ år;47;11;5
2004;Västra Götaland;­19 år;742;355;92
2004;Västra Götaland;20­24 år;953;307;73
2004;Västra Götaland;25­29 år;794;235;83
2004;Västra Götaland;30­34 år;638;212;51
2004;Västra Götaland;35­39 år;573;166;57
2004;Västra Götaland;40+ år;258;69;20
2004;Värmland;­19 år;171;55;9
2004;Värmland;20­24 år;164;53;11
2004;Värmland;25­29 år;134;31;7
2004;Värmland;30­34 år;127;29;8
2004;Värmland;35­39 år;135;38;10
2004;Värmland;40+ år;34;10;2
2004;Örebro;­19 år;139;30;10
2004;Örebro;20­24 år;163;42;15
2004;Örebro;25­29 år;157;38;16
2004;Örebro;30­34 år;155;33;9
2004;Örebro;35­39 år;102;25;7
2004;Örebro;40+ år;33;10;3
2004;Västmanland;­19 år;156;60;19
2004;Västmanland;20­24 år;162;40;15
2004;Västmanland;25­29 år;109;38;7
2004;Västmanland;30­34 år;115;29;9
2004;Västmanland;35­39 år;76;25;16
2004;Västmanland;40+ år;37;5;7
2004;Dalarna;­19 år;107;53;14
2004;Dalarna;20­24 år;140;54;15
2004;Dalarna;25­29 år;90;19;11
2004;Dalarna;30­34 år;111;34;8
2004;Dalarna;35­39 år;75;20;10
2004;Dalarna;40+ år;41;17;2
2004;Gävleborg;­19 år;158;44;23
2004;Gävleborg;20­24 år;140;64;20
2004;Gävleborg;25­29 år;117;34;14
2004;Gävleborg;30­34 år;116;30;11
2004;Gävleborg;35­39 år;104;31;9
2004;Gävleborg;40+ år;40;12;5
2004;Västernorrland;­19 år;116;56;14
2004;Västernorrland;20­24 år;110;44;11
2004;Västernorrland;25­29 år;113;33;7
2004;Västernorrland;30­34 år;100;29;16
2004;Västernorrland;35­39 år;69;26;10
2004;Västernorrland;40+ år;34;12;2
2004;Jämtland;­19 år;56;46;12
2004;Jämtland;20­24 år;57;34;8
2004;Jämtland;25­29 år;43;9;2
2004;Jämtland;30­34 år;50;13;9
2004;Jämtland;35­39 år;35;16;4
2004;Jämtland;40+ år;27;5;3
2004;Västerbotten;­19 år;147;34;17
2004;Västerbotten;20­24 år;159;35;15
2004;Västerbotten;25­29 år;105;24;6
2004;Västerbotten;30­34 år;111;9;4
2004;Västerbotten;35­39 år;86;26;2
2004;Västerbotten;40+ år;41;8;1
2004;Norrbotten;­19 år;153;39;14
2004;Norrbotten;20­24 år;149;35;8
2004;Norrbotten;25­29 år;113;19;16
2004;Norrbotten;30­34 år;126;20;5
2004;Norrbotten;35­39 år;121;17;13
2004;Norrbotten;40+ år;49;8;6
2003;Stockholm;­19 år;924;452;100
2003;Stockholm;20­24 år;1334;517;129
2003;Stockholm;25­29 år;1327;470;91
2003;Stockholm;30­34 år;1208;390;98
2003;Stockholm;35­39 år;958;340;85
2003;Stockholm;40+ år;418;160;38
2003;Uppsala;­19 år;110;76;16
2003;Uppsala;20­24 år;176;88;12
2003;Uppsala;25­29 år;129;66;10
2003;Uppsala;30­34 år;111;52;8
2003;Uppsala;35­39 år;97;46;6
2003;Uppsala;40+ år;44;11;2
2003;Södermanland;­19 år;156;49;11
2003;Södermanland;20­24 år;159;55;14
2003;Södermanland;25­29 år;105;33;8
2003;Södermanland;30­34 år;129;36;6
2003;Södermanland;35­39 år;122;30;6
2003;Södermanland;40+ år;40;11;2
2003;Östergötland;­19 år;169;89;20
2003;Östergötland;20­24 år;206;80;22
2003;Östergötland;25­29 år;190;53;33
2003;Östergötland;30­34 år;173;52;16
2003;Östergötland;35­39 år;133;38;16
2003;Östergötland;40+ år;60;13;11
2003;Jönköping;­19 år;146;30;10
2003;Jönköping;20­24 år;151;35;9
2003;Jönköping;25­29 år;120;23;10
2003;Jönköping;30­34 år;121;13;6
2003;Jönköping;35­39 år;113;19;11
2003;Jönköping;40+ år;43;8;3
2003;Kronoberg;­19 år;58;20;8
2003;Kronoberg;20­24 år;75;16;5
2003;Kronoberg;25­29 år;73;25;5
2003;Kronoberg;30­34 år;62;22;2
2003;Kronoberg;35­39 år;52;10;2
2003;Kronoberg;40+ år;15;3;1
2003;Kalmar;­19 år;122;29;10
2003;Kalmar;20­24 år;112;17;7
2003;Kalmar;25­29 år;77;8;3
2003;Kalmar;30­34 år;99;13;11
2003;Kalmar;35­39 år;95;13;5
2003;Kalmar;40+ år;36;4;1
2003;Gotland;­19 år;38;12;4
2003;Gotland;20­24 år;49;7;5
2003;Gotland;25­29 år;29;6;1
2003;Gotland;30­34 år;21;4;­­
2003;Gotland;35­39 år;9;3;­­
2003;Gotland;40+ år;12;1;1
2003;Blekinge;­19 år;52;20;10
2003;Blekinge;20­24 år;60;22;4
2003;Blekinge;25­29 år;47;19;7
2003;Blekinge;30­34 år;43;25;­­
2003;Blekinge;35­39 år;42;19;5
2003;Blekinge;40+ år;13;4;3
2003;Skåne;­19 år;512;188;54
2003;Skåne;20­24 år;687;267;74
2003;Skåne;25­29 år;597;155;53
2003;Skåne;30­34 år;503;149;54
2003;Skåne;35­39 år;461;155;44
2003;Skåne;40+ år;185;61;23
2003;Halland;­19 år;116;43;14
2003;Halland;20­24 år;125;38;11
2003;Halland;25­29 år;111;31;9
2003;Halland;30­34 år;119;39;12
2003;Halland;35­39 år;103;27;11
2003;Halland;40+ år;43;4;6
2003;Västra Götaland;­19 år;699;335;95
2003;Västra Götaland;20­24 år;900;432;86
2003;Västra Götaland;25­29 år;704;273;63
2003;Västra Götaland;30­34 år;677;244;80
2003;Västra Götaland;35­39 år;539;207;48
2003;Västra Götaland;40+ år;232;91;31
2003;Värmland;­19 år;165;40;21
2003;Värmland;20­24 år;183;53;10
2003;Värmland;25­29 år;140;32;11
2003;Värmland;30­34 år;134;36;10
2003;Värmland;35­39 år;109;27;5
2003;Värmland;40+ år;37;13;6
2003;Örebro;­19 år;143;37;13
2003;Örebro;20­24 år;184;38;14
2003;Örebro;25­29 år;162;33;17
2003;Örebro;30­34 år;130;30;16
2003;Örebro;35­39 år;115;36;8
2003;Örebro;40+ år;48;10;4
2003;Västmanland;­19 år;142;55;12
2003;Västmanland;20­24 år;132;50;8
2003;Västmanland;25­29 år;128;33;10
2003;Västmanland;30­34 år;149;31;12
2003;Västmanland;35­39 år;93;30;8
2003;Västmanland;40+ år;39;12;7
2003;Dalarna;­19 år;106;75;14
2003;Dalarna;20­24 år;124;52;5
2003;Dalarna;25­29 år;107;37;8
2003;Dalarna;30­34 år;114;30;8
2003;Dalarna;35­39 år;98;36;7
2003;Dalarna;40+ år;37;12;3
2003;Gävleborg;­19 år;122;70;14
2003;Gävleborg;20­24 år;129;61;17
2003;Gävleborg;25­29 år;114;52;19
2003;Gävleborg;30­34 år;143;43;13
2003;Gävleborg;35­39 år;82;42;5
2003;Gävleborg;40+ år;42;14;5
2003;Västernorrland;­19 år;116;67;20
2003;Västernorrland;20­24 år;118;37;10
2003;Västernorrland;25­29 år;84;36;8
2003;Västernorrland;30­34 år;108;37;11
2003;Västernorrland;35­39 år;90;24;10
2003;Västernorrland;40+ år;34;17;4
2003;Jämtland;­19 år;64;43;10
2003;Jämtland;20­24 år;60;29;7
2003;Jämtland;25­29 år;42;19;4
2003;Jämtland;30­34 år;44;23;5
2003;Jämtland;35­39 år;42;16;3
2003;Jämtland;40+ år;21;9;­­
2003;Västerbotten;­19 år;122;36;12
2003;Västerbotten;20­24 år;153;38;14
2003;Västerbotten;25­29 år;128;27;7
2003;Västerbotten;30­34 år;105;22;3
2003;Västerbotten;35­39 år;83;18;9
2003;Västerbotten;40+ år;30;9;2
2003;Norrbotten;­19 år;134;41;18
2003;Norrbotten;20­24 år;169;38;14
2003;Norrbotten;25­29 år;121;27;15
2003;Norrbotten;30­34 år;126;23;14
2003;Norrbotten;35­39 år;127;19;5
2003;Norrbotten;40+ år;53;6;6
2002;Stockholm;­19 år;831;482;91
2002;Stockholm;20­24 år;1260;609;128
2002;Stockholm;25­29 år;1214;530;83
2002;Stockholm;30­34 år;1124;417;69
2002;Stockholm;35­39 år;960;367;79
2002;Stockholm;40+ år;357;142;36
2002;Uppsala;­19 år;111;56;11
2002;Uppsala;20­24 år;160;75;10
2002;Uppsala;25­29 år;131;56;6
2002;Uppsala;30­34 år;113;62;4
2002;Uppsala;35­39 år;96;49;10
2002;Uppsala;40+ år;43;21;2
2002;Södermanland;­19 år;116;51;10
2002;Södermanland;20­24 år;130;42;13
2002;Södermanland;25­29 år;95;36;5
2002;Södermanland;30­34 år;131;34;6
2002;Södermanland;35­39 år;94;25;5
2002;Södermanland;40+ år;35;7;1
2002;Östergötland;­19 år;169;62;23
2002;Östergötland;20­24 år;201;67;26
2002;Östergötland;25­29 år;203;44;11
2002;Östergötland;30­34 år;171;57;22
2002;Östergötland;35­39 år;139;37;12
2002;Östergötland;40+ år;47;11;4
2002;Jönköping;­19 år;130;46;16
2002;Jönköping;20­24 år;134;39;12
2002;Jönköping;25­29 år;139;23;11
2002;Jönköping;30­34 år;130;31;7
2002;Jönköping;35­39 år;107;23;11
2002;Jönköping;40+ år;34;8;1
2002;Kronoberg;­19 år;67;19;9
2002;Kronoberg;20­24 år;71;20;13
2002;Kronoberg;25­29 år;71;16;5
2002;Kronoberg;30­34 år;59;20;6
2002;Kronoberg;35­39 år;51;7;8
2002;Kronoberg;40+ år;19;3;­­
2002;Kalmar;­19 år;118;23;15
2002;Kalmar;20­24 år;93;12;11
2002;Kalmar;25­29 år;83;21;8
2002;Kalmar;30­34 år;92;27;7
2002;Kalmar;35­39 år;81;13;10
2002;Kalmar;40+ år;28;3;1
2002;Gotland;­19 år;32;14;5
2002;Gotland;20­24 år;39;17;6
2002;Gotland;25­29 år;35;7;1
2002;Gotland;30­34 år;24;3;1
2002;Gotland;35­39 år;20;3;1
2002;Gotland;40+ år;7;3;2
2002;Blekinge;­19 år;43;26;14
2002;Blekinge;20­24 år;53;34;6
2002;Blekinge;25­29 år;49;29;3
2002;Blekinge;30­34 år;42;17;7
2002;Blekinge;35­39 år;46;22;4
2002;Blekinge;40+ år;11;8;2
2002;Skåne;­19 år;503;215;78
2002;Skåne;20­24 år;636;249;78
2002;Skåne;25­29 år;548;152;55
2002;Skåne;30­34 år;488;149;32
2002;Skåne;35­39 år;406;139;41
2002;Skåne;40+ år;179;56;17
2002;Halland;­19 år;107;53;9
2002;Halland;20­24 år;125;44;12
2002;Halland;25­29 år;106;31;15
2002;Halland;30­34 år;109;37;13
2002;Halland;35­39 år;108;30;10
2002;Halland;40+ år;41;14;1
2002;Västra Götaland;­19 år;621;424;94
2002;Västra Götaland;20­24 år;778;417;105
2002;Västra Götaland;25­29 år;649;300;80
2002;Västra Götaland;30­34 år;578;279;68
2002;Västra Götaland;35­39 år;500;259;67
2002;Västra Götaland;40+ år;219;103;24
2002;Värmland;­19 år;154;51;8
2002;Värmland;20­24 år;158;52;12
2002;Värmland;25­29 år;159;37;7
2002;Värmland;30­34 år;140;31;10
2002;Värmland;35­39 år;98;23;6
2002;Värmland;40+ år;45;17;6
2002;Örebro;­19 år;158;34;18
2002;Örebro;20­24 år;159;46;11
2002;Örebro;25­29 år;121;32;16
2002;Örebro;30­34 år;109;27;11
2002;Örebro;35­39 år;108;23;6
2002;Örebro;40+ år;34;10;1
2002;Västmanland;­19 år;145;60;15
2002;Västmanland;20­24 år;162;43;15
2002;Västmanland;25­29 år;144;25;12
2002;Västmanland;30­34 år;142;30;14
2002;Västmanland;35­39 år;105;30;9
2002;Västmanland;40+ år;41;5;1
2002;Dalarna;­19 år;119;72;13
2002;Dalarna;20­24 år;118;64;13
2002;Dalarna;25­29 år;103;43;11
2002;Dalarna;30­34 år;113;41;6
2002;Dalarna;35­39 år;96;31;5
2002;Dalarna;40+ år;38;16;1
2002;Gävleborg;­19 år;117;72;16
2002;Gävleborg;20­24 år;125;51;17
2002;Gävleborg;25­29 år;105;53;9
2002;Gävleborg;30­34 år;105;42;10
2002;Gävleborg;35­39 år;90;38;5
2002;Gävleborg;40+ år;42;17;6
2002;Västernorrland;­19 år;111;70;13
2002;Västernorrland;20­24 år;101;35;12
2002;Västernorrland;25­29 år;86;32;13
2002;Västernorrland;30­34 år;93;38;11
2002;Västernorrland;35­39 år;67;22;6
2002;Västernorrland;40+ år;32;8;5
2002;Jämtland;­19 år;53;41;6
2002;Jämtland;20­24 år;61;31;6
2002;Jämtland;25­29 år;61;24;7
2002;Jämtland;30­34 år;47;24;3
2002;Jämtland;35­39 år;45;17;5
2002;Jämtland;40+ år;20;8;1
2002;Västerbotten;­19 år;137;42;13
2002;Västerbotten;20­24 år;153;48;18
2002;Västerbotten;25­29 år;113;27;9
2002;Västerbotten;30­34 år;92;22;4
2002;Västerbotten;35­39 år;63;21;8
2002;Västerbotten;40+ år;25;9;1
2002;Norrbotten;­19 år;127;45;18
2002;Norrbotten;20­24 år;162;40;16
2002;Norrbotten;25­29 år;124;31;7
2002;Norrbotten;30­34 år;160;28;7
2002;Norrbotten;35­39 år;102;21;11
2002;Norrbotten;40+ år;40;9;2
Socialstyrelsens statistikdatabas 2017-02-02;;;;;
